document_name,chunk
dresner2017,"post-headshake nystagmus, increased in rightward gaze compared with leftward gaze, and a strong ice water response in the right ear with no measurable response to ice water in the left ear, together suggest- ing uncompensated left unil ateral peripheral vestibu- l a rd y s f u n c t i o n .O v e rt h en e x t4w e e k s ,h i s continuous diplopia gradually resolved, only being present in far rightward gaze at the time of his referral to our clinic. On his neuro-ophthalmic examination approxi- mately 8 weeks after symptom onset, his acuity was 20/20 OU with normal colour perception. Pupils were 5 mm, round, and briskly reactive to light. There was no ptosis. Confrontation visual fields were normal to red cap OU. Motility was full in both eyes without spontaneous nystagmus. However, cross-cover testing showed 1 –2 prism dioptres (PD) of right hyperphoria in primary gaze, which increased to 3 PD of right hypertropia in rightward gaze. Double Maddox Rod testing showed 10° of right incyclotorsion and 10° of CONTACT Gregory P. Van Stavern, MD VanStavernG@wustl.edu Department of Ophthalmology and Visual Sciences, 660 South Euclid Avenue, Campus Box 8096, Saint Louis, MO 63110, USA. Color versions of one or more of the figures in the article can be found online at www.tandfonline.com/ioph .NEURO-OPHTHALMOLOGY https://doi.org/10.1080/01658107.2017.1296469 © 2017 Taylor & Francis Downloaded by [Australian Catholic University] at 12:36 24 August 2017   left excyclotorsion without pathologic head tilt, sug- gesting skew deviation with a partial ocular tilt reac- tion ( Figure 1 ). Thirty seconds of horizontal headshake while wearing Frenzel goggles showed right-beating post-headshake nystagmus. Horizontal head thrusts towards the left revealed overt refixation"
dresner2017,"saccades, whereas horizontal head thrusts to the right showed a normal vestibulo-ocular reflex (VOR) response. Dynamic visual acuity testing in the hori- zontal plane showed impaired gaze stability during head rotation, an additional indicator of impaired VOR function. Dilated fundus examination con- firmed ocular cyclotorsion but was otherwise normal. Discussion Meniere ’s disease is a chronic disorder caused by excess endolymph regulation in the labyrinth, leading to episodic attacks of vertigo, tinnitus, aural fullness,and low- to mid-frequency sensorineural hearing loss. Intratympanic injection of gentamicin, an aminogly- coside antibiotic that destroys vestibular hair cells, is one ablative treatment option for intractable symptoms.1 We identified three case reports in the literature2–4that reported similar skew deviation following intratympanic gentamicin injection (Table 1 ). In these patients, the onset of symp- toms post-injection averaged 4 days, with a range of 3 –5 days. Our patient had onset of symptoms 8 days post-injection, a slightly longer delay between injection and onset of symptoms compared with other pat ients reported in the literature, a finding likely due to inter-individual pharmacokinetic variation in gentamicin absorption.5Spontaneous resolution of symp- toms occurred within 4 weeks of symptom onset in our patient, slightly earlier than the 6–8 weeks reported in the other cases, although our patient continued to have referable physical examination findings, including a right hyperde- viation, more pronounced on rightward gaze, with intorsion of the higher eye. The standard amounts of gentamicin used in the cases observed in the literature also suggest that skew deviation and vertical diplopia following injec- tion may not be dose dependent. Skew deviation is characterised by a vertical misalignment of the eyes due to damage along the supranuclear pathway connecting the otolith organs to the ocular motor nuclei.6An ocular tilt reaction occurs when a skew deviation is Figure 1. Double Maddox Rod lenses showing 10° of right"
dresner2017,"incyclotorsion and 10° of left excyclotorsion. Table 1. Review of literature for cases of skew deviation with binocular vertical diplopia (BVD) following intratympanic gentamicin injection for Meniere ’s disease (MD). Condition and treatment Age GenderSymptom onset Signs/symptoms Resolution Source Left MD 4 doses of 60 mg/dL gentamicin52 Female 4 days Diplopia; head tilt towards left Not reported Acute diplopia posterior to chemical labyrinthectomy Left MD 0.5 mL of 30 mg/mL gentamicin79 Female 5 days Binocular vertical diplopia (BVD); right hypertropia 3 prism dioptres (PD) in all eye positionsSpontaneous at 8-week follow- upBinocular vertical diplopia following chemical labyrinthectomy with gentamicin Left MD 0.5 mL of 30 mg/mL gentamicin58 Female 3 days BVD; 3 PD right hypertropia in primary position, decreasing to 2 PD on right gazeSpontaneous at 8-week follow- upSkew deviation after intratympanic gentamicin therapy Right MD 0.5 mL of 30 mg/mL gentamicin74 Male 4 days BVD; 6 PD left hypertropia in primary position, decreasing to 4 PD on left gazeSpontaneous at 6-week follow-up Left MD 0.3 mL of 30 mg/mL gentamicin56 Male 8 days BVD; 1 –2 PD of right hyperphoria in primary gaze, increasing to 3 PD in right gazeSpontaneous by 4 weeks laterOur patient2 S. M. DRESNER ET AL. Downloaded by [Australian Catholic University] at 12:36 24 August 2017   associated with pathologic head tilt and ocular cyclotorsion. These findings represent a lesion affecting inputs from the otoliths in the utricle that travel to the interstitial nucleus of Cajal in the midbrain. The ascending pathway starts in the utricle, travels along the ipsilateral vestibular"
dresner2017,"nerve, then decussates in the pons, and ascends in the contralateral medial longitudinal fasciculus (MLF).7An OTR can be caused by both central (e.g., midbrain, pons, or cerebellum) and periph- eral lesions (e.g., otolith-utricle and vestibular nerve). Lesions occurring rostral to the point of decussation are classically associated with ipsilat- eral ocular hypertropia, whereas lesions occurring caudal to the point of decussation are classically associated with ipsilateral ocular hypotropia.7 Our patient ’s presentation was consistent with a left peripheral vestibulopathy induced by gentamicin injection. Although he did not have a pathologic leftward head tilt, the skew deviation with a hyper- tropic right eye, hypotropic left eye, incyclotorsion of the hypertropic right eye, and excyclotorsion of the hypotropic left eye support our diagnosis of a partial left ocular tilt reaction. Video-oculography corrobo- rated our localisation and the mechanism of injury by demonstrating left unilateral peripheral vestibular dysfunction. T h eH I N T S( H e a dI m p u l s e-N y s t a g m u s-T e s to f Skew) examination, often utilised in cases of dizziness from an acute vestibular syndrome, is a three-step neuro-otologic examination evaluating for a normal head impulse test, direction changing nystagmus, or skew deviation as highly sensitive markers for acute ischaemic stroke.8,9Even though our patient would have been flagged by the HINTS examination due to the presence of skew deviation, our patient was known to have a peripheral lesion, as corroborated by his mechanism of injury, peripheral pattern of nystagmus, negative MRI, and abnormal vestibulo- ocular reflex. This suggests that neuroimaging may not be required in all pati ents with skew deviation, particularly if known to be peripheral or provoked by gentamicin injection. In conclusion, we confirm that skew deviation can rarely occur following gentamicin injection for Meniere ’s disease."
dresner2017,"In accordance with the principles of ocular innervation, the eye ipsilateral to the injected ear was hypotropic in all reported cases. Going for- ward, we recommend informing patients of thispotential complication of intratympanic gentamicin injection and being aware of the physical examination findings that may accompany this syndrome. Declaration of interest The authors report no conflicts of interest. The authors alone are responsible for the content and writing of the article. Funding Research was supported by DOVS Core Grant 5 P30 EY02687, Institute for Clinical and Translational Sciences grant RR023496, Biostat Core Grant U54 RR023496, an unrestricted grant from Research to Prevent Blindness, and NIH Core Vision Grant P30 EY02687. References [1] Coelho DH, Lalwani AK. Medical management of Ménière ’s disease. Laryngoscope 2008;118:1099 –1108. [2] Santos-Gorjón P, Collazo-Lorduy T, Sánchez- Terradillos E, Sánchez-Jara Sánchez-Jara Sánchez JL, Velasco-García MJ, Martín-Hernández G. Acute diplo- pia posterior to chemical labyrinthectomy. Rev Soc Otorrinolaringol Castilla León Cantab La Rioja 2012;3:83 –94. [3] León RM, Izquierdo EL, Parra SA, Benito-León J, Nieto AA, García-Albea RE. Binocular vertical diplopia fol- lowing chemical labyrinthectomy with gentamicin: a case report and review of literature. Neurologia 2016;31:503 –505. [4] Ng D, Fouladvand M, Lalwani AK. Skew deviation after intratympanic gentamicin therapy. Laryngoscope 2011;121:492 –494. [5] Plontke SKR, Wood AW, Salt AN. Analysis of genta- micin kinetics in fluids of the inner ear with round window administration. Otol Neurotol 2002;23:967 – 974. [6] Brodsky MC, Donahue SP, Vaphiades M, Brandt T. Skew deviation revisited."
dresner2017,"Surv Ophthalmol 2006;51:105 –128. [7] Brandt T, Dieterich M. Vestibular syndromes in the roll plane: topographic diagnosis from brainstem to cortex. Ann Neurol 1994;36:337 –347. [8] Kattah, JC, Talkad AV, Wang DZ, Hsieh YH, Newman-Toker DE. HINTS to diagnose stroke in the acute vestibular syndrome three-step bedside oculomo- tor examination more sensitive than early MRI diffu- sion-weighted imaging. Stroke 2009;40:3504 –3510. [9] Newman-Toker DE, Kerber KA, Hsieh YH, Pula JH, Omron R, Saber Saber Tehrani AS, Kattah JC. HINTS outperforms ABCD2 to screen for stroke in acute con- tinuous vertigo and dizziness. Acad Emerg Med 2013;20:986 –996.NEURO-OPHTHALMOLOGY 3 Downloaded by [Australian Catholic University] at 12:36 24 August 2017"
"maranhao-filho, 2015","1Rev Bras Neurol. 51(1):0-0, 2015 Revista Brasileira de Neurologia » Volume 51 » Nº 1 » jan - fev - mar, 2015Skew deviation  e ocular tilt reaction   versus  paralisia do nervo troclear Skew deviation and ocular tilt reaction  versus trochlear nerve palsy Péricles Maranhão-Filho1, Eliana T. Maranhão2, Marcos Mar tins da Silva3, Ana Carolina Meneghin4 1 MD, PhD. Serviço de Neurologia da Faculdade de Medicina do Hospital Universitário Clementino Fraga Filho (HUCFF) da Universidade Federal do Rio de Janeiro  (UFRJ) e Instituto Nacional de Câncer (Inca) – Hospital do Câncer I (HC-I), Rio de Janeiro, RJ, Brasil.  2 PT , MSc. Doutoranda do Programa de Pós-graduação da UFRJ e fisioterapeuta do Inca – HC-I, Rio de Janeiro, RJ, Brasil. 3 MD, MSc. Professor-assistente de Neurologia e doutorando do Programa de Pós-graduação da UFRJ, Rio de Janeiro, RJ, Brasil.  4 MD. Residente do Serviço de Neurologia da Faculdade de Medicina, HUCFF-UFRJ, Rio de Janeiro, RJ, Brasil. Endereço para correspondência:  Dr. Péricles Maranhão Filho. Av. Prefeito Dulcídio Cardoso, 1680/1802, Barra da Tijuca – 22620-311 – Rio de Janeiro, RJ, Brasil.   www.neurobarra.comRESUMO Skew deviation é o desalinhamento vertical dos olhos causado por  disfunção unilateral no tronco cerebral, cerebelo ou sistema vestibu - lar periférico, comprometendo as vias por onde transitam impulsos  dos órgãos otolíticos aos núcleos oculomotores. Está frequentemen - te associado a torção ocular e inclinação da cabeça, compondo, as -"
"maranhao-filho, 2015","sim, a ocular tilt reaction . Neste artigo os autores ressaltam aspectos  históricos, fisiológicos, etiopatogênicos e clínicos que contribuem  para caracterizar ambas as condições, além da diferenciação clínica  com a paralisia do nervo troclear.  Palavras-chave: Skew deviation, ocular tilt reaction, paralisia do  nervo troclear.ABSTRACT Skew deviation is the vertical misalignment of the eyes caused by  unilateral dysfunction in the brain stem, cerebellum or peripheral  vestibular system, resulting imbalance in otolith input to the oculo - motor system. It’s often associated with ocular torsion and head tilt,  which together comprise the ocular tilt reaction. In this article the au - thors emphasize the historical, physiological, etiopathogenesis and  clinical aspects that contribute to characterize both conditions, and  help to differentiate them clinically from trochlear nerve palsy. Keywords: Skew deviation, ocular tilt reaction, trochlear nerve palsy.  2 Revista Brasileira de Neurologia » Volume 51 » Nº 1 » jan - fev - mar, 2015INTRODUÇÃO Skew deviation  (SD) é o desalinhamento vertical dos  olhos causado por comprometimento da aferência  pré-nuclear vestibular aos núcleos motores oculares.  Eventuais desvios torcional e horizontal também po - dem estar associados.1,2 SD foi descrito inicialmente  em 1824, em animais, pelo francês François Magen - die (1783-1855), pioneiro da fisiologia experimen - tal.1 Em 1904, os neurologistas ingleses Thomas G.  Stewart (1877-1957) e Sir Gordon Holmes (1876- 1965) reconheceram o fenômeno em humanos pela  primeira vez – em pacientes com tumor cerebelar.3  Em 1956, o oftalmologista Americano David G. Co - gan (1908-1993), em seu livro Neurology of the Eye  Muscles , considerou que SD ocorria devido ao envol -"
"maranhao-filho, 2015","vimento das vias vestíbulo-oculares, porém com par - cos indícios de localização, exceto por apontar para  comprometimento da fossa posterior.4  Em 1975, Keane5 descreveu 100 casos de pa - cientes com SD por envolvimento principalmente  da ponte, mas também com lesões no bulbo e no  mesencéfalo. Nesse mesmo ano, Westheimer e Blair,6  estudando os efeitos de estímulos elétricos no tronco  cerebral de macacos, evidenciaram um conjunto de  respostas simultâneas caracterizadas por SD, inclina - ção da cabeça e torção ocular, o qual denominaram  de ocular tilt reaction  (OTR). Essa tríade clássica  somente foi descrita pela primeira vez em seres hu - manos em 1977, por Rabinovitch et al.7 Na prática  neurológica diária, estrabismos verticais por vezes  são difíceis de ser diferenciados: SD, OTR (central  ou periférica) ou paralisia do nervo troclear? Neste  artigo, ressaltam-se os principais aspectos clínicos  que contribuem para diferenciar essas condições.  Optamos por manter as expressões “ skew deviation ”,  “ocular tilt reaction ” e “counterroll ” nas suas formas  originais, dado o uso já consagrado.  SKEW DEVIATION  E OCULAR TILT REACTION   Fisiologia Animais com olhos laterais e seres humanos possuem  o sistema vestibular com os canais semicirculares mais  ou menos alinhados com o eixo longo dos músculos  extraoculares. Quando a cabeça gira num determina - do plano, o canal semicircular que está naquele plano  de giro detecta a aceleração e envia impulsos excita -tórios aos músculos extraoculares correspondentes.8  O sistema vestibular, além de contribuir para esta -"
"maranhao-filho, 2015","bilizar a imagem na fóvea (reflexo vestíbulo-ocular),  também provê impulsos nervosos ascendentes de  percepção espacial ao tálamo e córtex cerebral, assim  como, por meio de projeções nervosas descendentes,  ajusta a posição da cabeça e a postura do corpo (re - flexo vestibulomedular). O sistema otolítico (sáculo  e utrículo) responde à aceleração linear (translação) e  também à força da gravidade.1,2  Em muitos pacientes, o estrabismo vertical no  SD associa-se à inclinação da cabeça e à torção ocu - lar. Esse conjunto recebe a denominação de OTR.2  Quando inclinamos a cabeça para a esquerda (aproxi - mando a orelha do ombro do mesmo lado), o utrícu - lo é primariamente ativado, gerando um movimento  ocular torcional compensatório na direção oposta à  da inclinação da cabeça.8 Nos humanos, a inclinação  da cabeça é o maior componente do OTR fisiológi - co1 (Figura 1).  Figura 1. OTR fisiológico. Na curva, a motociclista inclina o corpo para a  esquerda e a cabeça para a direita (linhas brancas) de modo a se  aproximar do vetor da força gravitacional e, dessa forma, manter a  verticalidade (Foto: Marcelo Alves; motociclista: Samara Andrade –  imagem autorizada). OTR representa uma resposta de endireitamento  cujo objetivo é o de realinhar o eixo vertical tanto da  cabeça quanto dos olhos para a estimativa interna,  ainda que errônea, do eixo vertical absoluto da ter - ra.9 No caso apenas da inclinação da cabeça para o  lado esquerdo, o movimento de rotação ocular está - tico ( static ocular counterroll ) se deve à ativação dos"
"maranhao-filho, 2015","músculos oblíquo superior e reto superior, promo - vendo torção interna (inciclotorção) e pequena ele - vação do olho esquerdo, ao mesmo tempo em que  os músculos oblíquo inferior e reto inferior contrala -Maranhão-Filho P et al. 3 Revista Brasileira de Neurologia » Volume 51 » Nº 1 » jan - fev - mar, 2015terais também são ativados causando torção externa  (exciclotorção) e leve rebaixamento do olho direito.  OTR é provavelmente um remanescente vestigial do  reflexo primitivo de endireitamento, e tais movimen - tos rotacionais são compensatórios em apenas 10° a  20° do desvio da posição vertical.2  O reflexo utrículo-ocular se origina na mácula do  órgão otolítico, o utrículo, que atua como um ace - lerômetro linear. As células ciliares da mácula utri - cular possuem ampla gama de vetores polarizáveis  e sensíveis ao movimento da cabeça em diferentes  direções.9 Assim sendo, os utrículos normalmente  medeiam o reflexo vestíbulo-ocular durante o movi - mento linear ou translacional da cabeça, assim como  o movimento ocular counterroll  durante a inclinação  estática da cabeça.2,8,10 Havendo alguma disfunção  dessa via, ocorre também um erro na estimativa in - terna da verticalidade, com desvio da vertical visual  subjetiva.11  Etiopatogenia SD e OTR podem ser observados não apenas na  disfunção vestibular periférica, mas também nas le - sões das vias graviceptivas, que ascendem do bulbo  ao mesencéfalo.1 A disfunção da via utrículo-ocular  unilateral devida a uma lesão vestibular tanto perifé - rica quanto central pode resultar de qualquer tipo de"
"maranhao-filho, 2015","lesão: isquemia, desmielinização (esclerose múltipla),  tumor, trauma, abscesso, hemorragia, siringobulbia,  hipertensão intracraniana (rara) ou intervenção ci - rúrgica.9 Já foram registrados OTR em casos de mal - formação de Arnold-Chiary e platibasia. Quando os  exames de neuroimagem são negativos, isso aponta  para a possibilidade de lesão isquêmica, muito discre - ta, no tronco cerebral.1  Quadro clínico e diagnóstico de localização Na OTR a inclinação da cabeça é ipsilateral ao olho  hipotrópico, e os polos superiores dos olhos giram  na mesma direção da inclinação da cabeça. Também  faz parte do quadro clínico o desvio da vertical vi - sual subjetiva para o mesmo lado da torção ocular  (Figura 2). Apesar disso, exceto pela diplopia, OTR  raramente causa sintomas por si só.1 É importante  salientar que o conjunto de sinais citados contrasta  com o ocular counterroll  fisiológico, no qual os polos  superiores de ambos os olhos giram na direção opos - ta à da inclinação da cabeça.2,8 Brandt e Dieterich reviram 155 pacientes com  diagnóstico clínico de infarto agudo unilateral do  tronco cerebral. Desses, 36% demonstraram SD  associado a torção ocular. Acometimento bilateral  ocorreu em 50% dos casos. Em todos os casos de  lesão pontobulbar ocorreu SD ipsiversivo (para o  lado do olho mais baixo), enquanto as lesões pon - tomesencefálicas e mesodiencefálicas causaram SD  contraversivo.12  Casos de SD não comitante – quando a hipertro - pia varia de acordo com a posição dos olhos na ór - bita – são difíceis de serem diferenciados da paralisia"
"maranhao-filho, 2015","dos músculos extrínsecos oculares.2 Na vestibulopa - tia periférica, com lesões afetando o órgão vestibu - lar ou seus nervos, pode haver SD e OTR devidos  ao desequilíbrio de impulsos oriundos dos utrícu - los. Nas lesões vestibulares nucleares, por exemplo,  na síndrome de Wallemberg, pode ocorrer SD com  hipotropia do lado da lesão, além de inclinação da  cabeça e torção ocular para o mesmo lado e discreta  inciclotorção contralateral, no olho hipertrópico. A  torção ocular pode ser dissociada com maior extor - ção no olho hipotrópico.8  Pacientes com lesões cerebelares também podem  apresentar SD. O comprometimento do fascículo  longitudinal medial pode gerar SD com hipertropia  homolateral. Lesões no mesencéfalo, onde projeções  otolíticas contatam com os núcleos do III e IV ner - vos craniais e o núcleo intersticial de Cajal (NIC),  provocam SD e OTR com o olho hipertrópico ipsi - lateral à lesão, além de ciclotorção ocular e desvio da  cabeça contralaterais.2 Figura 2. OTR. Masculino, 54 anos, com queixa de desequilíbrio e  tonteiras há seis meses. Ao exame: ( A) Inclinação da cabeça para a  direita. ( B) Hipertropia do olho esquerdo. ( C1) Exciclotorção do olho  hipotrópico. ( C2) Inciclotorção do olho hipertrópico (C1 e C2 não foram  documentados). A vertical visual subjetiva mostrou desvio de 3° para a  direita. Ressonância magnética do encéfalo: normal. (Imagem autorizada)"
"maranhao-filho, 2015","Estrabismo vertical: diagnóstico diferencial 4 Revista Brasileira de Neurologia » Volume 51 » Nº 1 » jan - fev - mar, 2015Diagnóstico diferencial SD e OTR devem ser diferenciados do desalinhamen - to vertical causado por fraturas, síndrome de fibrose  congênita, síndrome de Brown, doenças da junção  neuromuscular (miastenia), doença metabólica (tiroi - diana), doença degenerativa (PSP ) etc. Em pacientes  com doença neurológica aguda, OTR deve ser cuida - dosamente diferenciada da paralisia do nervo troclear.1  Na paralisia do nervo troclear, a inclinação da ca - beça obedece a um mecanismo compensatório, en - quanto a mesma inclinação no SD faz parte de um  mecanismo conjunto.9 Além disso, outros sinais neu - rológicos usualmente estão presentes na SD, mas não  na paralisia do IV nervo (a menos que seja causada  por trauma cerebral ou lesão do tronco cerebral), in - cluindo nistagmo provocado, paralisias oculomoto - ras, disartria, ataxia e hemiplegia.9  PARALISIA DO NERVO TROC LEAR A paralisia unilateral do nervo troclear provoca in - clinação anormal da cabeça para o lado contrário ao  do nervo lesado em mais de 70% dos pacientes. O  intuito é de minimizar a hipertropia – e menos a ci - clotropia.13 O olho hipertrópico (do lado da lesão)  se mostra exciclotorcido.9 O desvio do eixo vertical  pode ser reduzido inclinando-se a cabeça para frente  (queixo para baixo), e o desvio horizontal pode ser  minimizado girando-se a face para o lado do nervo  comprometido14 (Figura 3). Raramente ocorre incli -"
"maranhao-filho, 2015","nação paradoxal da cabeça – para o mesmo lado da lesão. Dessa forma, as imagens ficam tão afastadas  que o indivíduo reflexamente suprime uma delas. Na paralisa do IV nervo cranial, qualquer inclina - ção da vertical visual subjetiva é secundária à torção  ocular, enquanto na OTR a torção é secundária à in - clinação visual subjetiva (ou ambos podem ser secun - dários a uma disfunção vestibular subjacente).1 Devemos suspeitar de paralisia troclear unilateral  em detrimento de OTR quando a torção ocular e a  inclinação da cabeça na vertical visual subjetiva forem  mensuráveis em apenas um dos olhos, estando a ca - beça na linha vertical (Tabela 1). Na paralisia bilateral  do IV nervo, ambos os olhos torcem em sentidos  opostos.  Figura 3. Paralisia do nervo troclear à esquerda. Masculino, 64 anos,  com queixa de tonteira e diplopia no dia seguinte à queda da própria  altura, com trauma occipital, sem perda da consciência. ( A) Inclinação da  cabeça para o lado oposto ao da lesão. ( B) Hipertropia esquerda. ( C)  Exciclotorção do olho hipertrópico (não documentada). Além disso: cabeça  inclinada para frente (queixo para baixo) e face voltada para o lado da  lesão. Exame de ressonância magnética do crânio normal. Em  aproximadamente duas semanas ocorreu recuperação completa da  inclinação cefálica, torção ocular e hipertropia. (Imagem autorizada) Tabela 1. Ocular tilt reaction versus  paralisia do músculo oblíquo superior1 Ocular tilt reaction Paralisia do oblíquo superior Inciclotorção do olho hipertrópico/"
"maranhao-filho, 2015","exciclotorção do olho hipotrópicoExciclotorção do olho hipertrópico Inclinação binocular da vertical visual  subjetivaInclinação monocular da vertical  visual subjetiva Inclinação compensatória da cabeça  devida à vertical visual subjetiva  alterada Inclinação compensatória da cabeça  devida à diplopia vertical A causa mais frequente de paralisia do nervo tro - clear uni ou bilateral se deve a traumatismo de crâ - nio.10 Megadolicoectasias do sistema vertebrobasilar  podem gerar comprometimento isolado do IV ner - vo.14 Nos pacientes com SD impõe-se realizar o teste  de Parks-Bielshowsky ( Parks-Bielshowsky three-step  test) (*), no qual, a cada pergunta feita, reduzimos  * Alfred Bielshowsky (1871-1940) foi um oftalmolo - gista alemão que, juntamente com Marshall Parks (1818- 2005), o “pai da oftalmologia pediátrica”, criou o teste de  Pars-Bielshowsky, visando localizar o músculo comprome - tido no desalinhamento vertical dos olhos. Em 1936, Biel - showsky migrou para os Estados Unidos, onde todo seu  conhecimento e didatismo foi muito bem aceito. Tornou- se chefe do Dartmouth Eye Institute, em New Hampshi - re, e serviu como médico na Segunda Guerra Mundial,  atuando na batalha de Iwo Jima. Com sua primeira esposa,  Angeline, teve 11 filhos. Faleceu subitamente em 1940,  em New York. Não devemos confundi-lo com outro mé - dico, também alemão e seu contemporâneo, Max Bielsho - wsky (1860-1940), que era neuropatologista e criador do  corante que leva seu nome.Maranhão-Filho P et al."
"maranhao-filho, 2015","5 Revista Brasileira de Neurologia » Volume 51 » Nº 1 » jan - fev - mar, 2015pela meta de as possibilidades dos músculos extrínse - cos oculares acometidos.10  Perguntas: 1. Qual é o olho hipertrópico? Passamos da  possibilidade de oito músculos acometidos  para quatro. 2. Para qual lado do olhar piora a hipertropia?  Passamos para a possibilidade de apenas dois  músculos comprometidos. 3. Para qual lado a inclinação da cabeça piora  a hipertropia? Aqui evidenciamos o músculo  responsável pela hipertropia. No caso de paresia do nervo troclear esquerdo,  por exemplo, o olho hipertrópico é o homolateral  (1), e a hipertropia e a diplopia pioram quando o  paciente olha para o lado direito (2), assim como  quando inclina a cabeça para esse mesmo lado (3).  Comentar todas as possibilidades de acometimento  muscular no teste de Parks-Bielshowsky foge ao es - copo deste artigo. Para maiores detalhes, sugerimos  complementar a leitura com Kline e  Bajandas .10 CONC LUSÕES SD é um desalinhamento vertical do eixo visual cau - sado por um distúrbio dos impulsos pré-nucleares  como resultado de lesões no tronco cerebral, cerebe - lo ou sistema vestibular periférico. Até recentemente  o SD era considerado um distúrbio raro, sem locali - zação anatômica específica e sempre associado a pa - cientes debilitados. Entretanto, estudos mais recen - tes mostraram que: a) SD é comum; b) a lesão causal  pode ser clinicamente localizada; c) pode acometer  pacientes plenamente conscientes e deambulantes;  d) eventualmente compõe um contexto mais geral  denominado OTR."
"maranhao-filho, 2015","Se a síndrome clínica permitir a  localização da lesão, o SD indica o lado acometido.  Mas se, de acordo com a síndrome clínica, o lado  da lesão for evidente, o local da lesão no tronco ce - rebral é indicado pela direção do SD: ipsiversivo na lesão caudal (pontobulbar) e contraversivo na lesão  cranial (pontomesencefálica). Pelo fato de SD/OTR  poder clinicamente mimetizar o estrabismo vertical  da paralisia do nervo troclear, eles contribuem para  o diagnóstico correto da última, a história, o exame  oculomotor detalhado, a unil ateralidade e a direção  da ciclotorção, além dos resultados dos exames de  imagem. Conflitos de interesse  Os autores declaram não haver conflitos de interesse. REFERÊNCIAS 1. Brodsky MC, Donahue SP , Vaphiades M, et al. Skew deviation  revisited. Surv Ophthalmol. 2006;51(2):105-28. 2. Leigh RJ, Zee DS. The neurology of the eye movements. 4th ed.  Oxford University Press Inc.: Contemporary Neurology Series;  2006. 3. Stewart TG, Holmes G. Symptomatology of cerebellar tumours: a  study of forty cases. Brain. 1904;27:522-91. 4. Cogan DG. Neurology of eye muscles. 2nd ed. Springfield, IL: CC  Thomas; 1958. p. 133-5. 5. Keane JR. Ocular skew deviation: an analysis of 100 cases. Arch  Neurol. 1975;32(3):185-90. 6. Westheimer G, Blair SM. The ocular tilt reaction: a brainstem  oculomotor routine. Invest Ophthalmol. 1975;14(11):833-9. 7. Rabinovitch HE, Sharpe JA, Sylvester TO. The ocular tilt reaction.  A paroxysmal dyskinesia associated with elliptical nystagmus."
"maranhao-filho, 2015","Arch Ophthalmol. 1977;95(8):1395-8. 8. Baloh RW, Honrubia V. Clinical neurophysiology of the vestibular  system. 3rd ed. New York: Oxford University Press; 2001.  9. Wong AMF . Understanding skew deviation and a new clinical  test to differentiate it from trochlear nerve palsy. J AAPOS.  2010;14(1):61-7 . 10. Kline LB, Bajandas F J. Neuro-ophthalmology review manual. 4th  ed. Thorofare, NJ: Slack Inc.; 1996. 11. Brandt T , Dieterich M. Vestibular syndromes in the roll plane:  topographic diagnosis from brainstem to cortex. Ann Neurol.  1994;36(3):337-47 . 12. Brandt T , Dieterich M. Skew deviation with ocular torsion: a  vestibular brainstem sign of topographic diagnostic value. Ann  Neurol. 1993;33(5):528-34. 13. Brazis PW. Isolated palsies of cranial nerves III, IV, and VI. Semin  Neurol. 2009;29(1):14-28. 14. Maranhão-Filho P , Souto AAD, Nogueira J. Isolated pathetick  nerve paresis by compression from a dolichoectatic basilar  artery. Arq Neuropsiquiatr. 2007;65(1):176-8.Estrabismo vertical: diagnóstico diferencial"
brodsky2012,"Torsional augmentation for the treatment of lateropulsion and torticollis in partial ocular tilt reaction Michael C. Brodsky, MD,a,band Jonathan M. Holmes, BM, BCha PURPOSE We describe a new surgical treatment for lateropulsion and torticollis arising from an ocular tilt reaction. METHODS Visual sensory parameters and postural abnormalities were retrospectively reviewed ina patient with a partial ocular tilt reaction who was treated with horizontal transpositionof the vertical rectus muscles to surgically augment preexisting binocular torsion. RESULTS Torsional augmentation eliminated the sensation of lateropulsion and produced almostcomplete resolution of her torticollis and associated body tilt. CONCLUSIONS Binocular torsional augmentation can be used to reduce both lateropulsion and torticollisin the setting of an ocular tilt reaction. ( J AAPOS 2012;16:141-144) The ocular tilt reaction is usually caused by unilat-eral injury to the brainstem or utricular pathwayssubserving central vestibular function in the roll plane. 1-3Mechanistically, a lesion of the right utricular pathways is equivalent to activation of the left utricle,creating a tilt of the subjective visual vertical to the right(as if the head were being tilted to the right to stimulatethe left utricle). 1-3This imbalance evokes a compensatory ocular tilt reaction, comprising skew deviation, binoculartorsion, and a head tilt toward the side that the patienterroneously perceives as vertical ( Figure 1 A). 1-3Because the head tilt is not compensatory for diplopia (unlike in superior oblique muscle palsy), surgical treatment of the vertical misalignment will not improve the associatedtorticollis. 4 Because the natural history of the ocular tilt reaction is often one of spontaneous resolution,5it is considered advisable to observe patients initially and to treat any asso-ciated diplopia conservatively with prisms. The associatedtorsion (consisting of an intorsion in the hypertropic eye and an extorsion in the hypotropic eye) produces a fairly conjugate torsional deviation that does not create animpediment to fusion once any vertical deviation resolves."
